"","Genome","Accession","Source.information","Topology","Taxonomy","Molecule.type","Genome.length","Number.of.proteins","Host","Date.completed","Date.updated","first.acc","n.overlaps","len.overlaps"
"8819","Merino Walk mammarenavirus","['NC_023764', 'NC_023763']","isolate:Merino Walk","linear","['Viruses', 'Riboviria', 'Negarnaviricota', 'Polyploviricotina', 'Ellioviricetes', 'Bunyavirales', 'Arenaviridae', 'Mammarenavirus']","RNA",10562,4,"vertebrates","03/12/2014","08/13/2018","NC_023764",0,NA
"8820","Mermet virus","['NC_043592', 'NC_043591', 'NC_043593']","isolate:AV 782","linear","['Viruses', 'Riboviria', 'Negarnaviricota', 'Polyploviricotina', 'Ellioviricetes', 'Bunyavirales', 'Peribunyaviridae', 'Orthobunyavirus', 'Mermet orthobunyavirus']","RNA",12332,3,"vertebrates, invertebrates, human","06/28/2019","06/28/2019","NC_043592",0,NA
"8821","Mermet virus","['NC_043592', 'NC_043591', 'NC_043593']","isolate:AV 782","linear","['Viruses', 'Riboviria', 'Negarnaviricota', 'Polyploviricotina', 'Ellioviricetes', 'Bunyavirales', 'Peribunyaviridae', 'Orthobunyavirus', 'Mermet orthobunyavirus']","RNA",12332,3,"vertebrates, invertebrates, human","06/28/2019","06/28/2019","NC_043592",0,NA
"8822","Mermet virus","['NC_043592', 'NC_043591', 'NC_043593']","isolate:AV 782","linear","['Viruses', 'Riboviria', 'Negarnaviricota', 'Polyploviricotina', 'Ellioviricetes', 'Bunyavirales', 'Peribunyaviridae', 'Orthobunyavirus', 'Mermet orthobunyavirus']","RNA",12332,3,"vertebrates, invertebrates, human","06/28/2019","06/28/2019","NC_043592",0,NA
"8823","Mexican papita viroid","NC_003637","strain:OG1","circular","['Viruses', 'Riboviria', 'Pospiviroidae', 'Pospiviroid', 'unclassified Pospiviroid']","ss-RNA",360,NA,"","07/23/1998","08/13/2018","NC_003637",NA,NA
"8824","Micromonas pusilla reovirus","['NC_008171', 'NC_008177', 'NC_008176', 'NC_008180', 'NC_008175', 'NC_008181', 'NC_008178', 'NC_008179', 'NC_008172', 'NC_008173', 'NC_008174']","-","linear","['Viruses', 'Riboviria', 'Reoviridae', 'Sedoreovirinae', 'Mimoreovirus']","ds-RNA",25563,11,"algae","06/17/2006","08/13/2018","NC_008171",0,NA
"8825","Micromonas pusilla reovirus","['NC_008171', 'NC_008177', 'NC_008176', 'NC_008180', 'NC_008175', 'NC_008181', 'NC_008178', 'NC_008179', 'NC_008172', 'NC_008173', 'NC_008174']","-","linear","['Viruses', 'Riboviria', 'Reoviridae', 'Sedoreovirinae', 'Mimoreovirus']","ds-RNA",25563,11,"algae","06/17/2006","08/13/2018","NC_008171",0,NA
"8826","Micromonas pusilla reovirus","['NC_008171', 'NC_008177', 'NC_008176', 'NC_008180', 'NC_008175', 'NC_008181', 'NC_008178', 'NC_008179', 'NC_008172', 'NC_008173', 'NC_008174']","-","linear","['Viruses', 'Riboviria', 'Reoviridae', 'Sedoreovirinae', 'Mimoreovirus']","ds-RNA",25563,11,"algae","06/17/2006","08/13/2018","NC_008171",0,NA
"8827","Micromonas pusilla reovirus","['NC_008171', 'NC_008177', 'NC_008176', 'NC_008180', 'NC_008175', 'NC_008181', 'NC_008178', 'NC_008179', 'NC_008172', 'NC_008173', 'NC_008174']","-","linear","['Viruses', 'Riboviria', 'Reoviridae', 'Sedoreovirinae', 'Mimoreovirus']","ds-RNA",25563,11,"algae","06/17/2006","08/13/2018","NC_008171",0,NA
"8828","Micromonas pusilla reovirus","['NC_008171', 'NC_008177', 'NC_008176', 'NC_008180', 'NC_008175', 'NC_008181', 'NC_008178', 'NC_008179', 'NC_008172', 'NC_008173', 'NC_008174']","-","linear","['Viruses', 'Riboviria', 'Reoviridae', 'Sedoreovirinae', 'Mimoreovirus']","ds-RNA",25563,11,"algae","06/17/2006","08/13/2018","NC_008171",0,NA
"8829","Micromonas pusilla reovirus","['NC_008171', 'NC_008177', 'NC_008176', 'NC_008180', 'NC_008175', 'NC_008181', 'NC_008178', 'NC_008179', 'NC_008172', 'NC_008173', 'NC_008174']","-","linear","['Viruses', 'Riboviria', 'Reoviridae', 'Sedoreovirinae', 'Mimoreovirus']","ds-RNA",25563,11,"algae","06/17/2006","08/13/2018","NC_008171",0,NA
"8830","Micromonas pusilla reovirus","['NC_008171', 'NC_008177', 'NC_008176', 'NC_008180', 'NC_008175', 'NC_008181', 'NC_008178', 'NC_008179', 'NC_008172', 'NC_008173', 'NC_008174']","-","linear","['Viruses', 'Riboviria', 'Reoviridae', 'Sedoreovirinae', 'Mimoreovirus']","ds-RNA",25563,11,"algae","06/17/2006","08/13/2018","NC_008171",0,NA
"8831","Micromonas pusilla reovirus","['NC_008171', 'NC_008177', 'NC_008176', 'NC_008180', 'NC_008175', 'NC_008181', 'NC_008178', 'NC_008179', 'NC_008172', 'NC_008173', 'NC_008174']","-","linear","['Viruses', 'Riboviria', 'Reoviridae', 'Sedoreovirinae', 'Mimoreovirus']","ds-RNA",25563,11,"algae","06/17/2006","08/13/2018","NC_008171",0,NA
"8832","Micromonas pusilla reovirus","['NC_008171', 'NC_008177', 'NC_008176', 'NC_008180', 'NC_008175', 'NC_008181', 'NC_008178', 'NC_008179', 'NC_008172', 'NC_008173', 'NC_008174']","-","linear","['Viruses', 'Riboviria', 'Reoviridae', 'Sedoreovirinae', 'Mimoreovirus']","ds-RNA",25563,11,"algae","06/17/2006","08/13/2018","NC_008171",0,NA
"8833","Micromonas pusilla reovirus","['NC_008171', 'NC_008177', 'NC_008176', 'NC_008180', 'NC_008175', 'NC_008181', 'NC_008178', 'NC_008179', 'NC_008172', 'NC_008173', 'NC_008174']","-","linear","['Viruses', 'Riboviria', 'Reoviridae', 'Sedoreovirinae', 'Mimoreovirus']","ds-RNA",25563,11,"algae","06/17/2006","08/13/2018","NC_008171",0,NA
"8834","Micromonas pusilla reovirus","['NC_008171', 'NC_008177', 'NC_008176', 'NC_008180', 'NC_008175', 'NC_008181', 'NC_008178', 'NC_008179', 'NC_008172', 'NC_008173', 'NC_008174']","-","linear","['Viruses', 'Riboviria', 'Reoviridae', 'Sedoreovirinae', 'Mimoreovirus']","ds-RNA",25563,11,"algae","06/17/2006","08/13/2018","NC_008171",0,NA
"8835","Middelburg virus","NC_024887","isolate:ArB-8422","linear","['Viruses', 'Riboviria', 'Togaviridae', 'Alphavirus']","RNA",11550,2,"vertebrates, invertebrates","09/17/2014","08/13/2018","NC_024887",0,NA
"8836","Midway nyavirus","NC_012702","isolate:RML47153","linear","['Viruses', 'Riboviria', 'Negarnaviricota', 'Haploviricotina', 'Monjiviricetes', 'Mononegavirales', 'Nyamiviridae', 'Nyavirus']","RNA",11752,6,"vertebrates, invertebrates","05/19/2009","08/13/2018","NC_012702",0,NA
"8837","Mikania micrantha mosaic virus","['NC_011190', 'NC_011189']","isolate:GZ1","linear","['Viruses', 'Riboviria', 'Picornavirales', 'Secoviridae', 'Comovirinae', 'Fabavirus']","RNA",9280,2,"plants","09/03/2008","08/13/2018","NC_011190",0,NA
"8838","Mikania micrantha mosaic virus","['NC_011190', 'NC_011189']","isolate:GZ1","linear","['Viruses', 'Riboviria', 'Picornavirales', 'Secoviridae', 'Comovirinae', 'Fabavirus']","RNA",9280,2,"plants","09/03/2008","08/13/2018","NC_011190",0,NA
"8839","Mikumi yellow baboon virus 1","NC_025112","isolate:MYBV_M58","linear","['Viruses', 'Riboviria', 'Nidovirales', 'Arnidovirineae', 'Arteriviridae', 'Simarterivirinae', 'Thetaarterivirus', 'Mitartevirus', 'Thetaarterivirus mikelba 1']","RNA",14927,13,"vertebrates","09/29/2014","08/13/2018","NC_025112",12,604.083333333333
"8840","Miniopterus bat coronavirus HKU8","NC_010438","strain:AFCD77","linear","['Viruses', 'Riboviria', 'Nidovirales', 'Cornidovirineae', 'Coronaviridae', 'Orthocoronavirinae', 'Alphacoronavirus', 'Minunacovirus']","ss-RNA",28773,8,"vertebrates","03/13/2008","08/13/2018","NC_010438",5,2594
"8841","Miniopterus schreibersii picornavirus 1","NC_034381","-","linear","['Viruses', 'Riboviria', 'Picornavirales', 'Picornaviridae', 'Mischivirus']","RNA",8468,1,"vertebrates","04/26/2017","08/13/2018","NC_034381",0,NA
"8842","Mink calicivirus","NC_019712","strain:MCV-DL/2007/CN","linear","['Viruses', 'Riboviria', 'Caliciviridae', 'Vesivirus', 'unclassified Vesivirus']","RNA",8427,3,"vertebrates","12/07/2012","08/13/2018","NC_019712",0,NA
"8843","Mink coronavirus strain WD1127","NC_023760","strain:WD1127","linear","['Viruses', 'Riboviria', 'Nidovirales', 'Cornidovirineae', 'Coronaviridae', 'Orthocoronavirinae', 'Alphacoronavirus', 'Minacovirus']","ss-RNA",28941,10,"vertebrates","03/12/2014","08/13/2018","NC_023760",4,3041.25
"8844","Mint vein banding-associated virus","NC_038420","isolate:NCGR MEN 454","linear","['Viruses', 'Riboviria', 'Closteroviridae']","RNA",13387,8,"plants","08/24/2018","08/24/2018","NC_038420",2,9.5
"8845","Mint virus 1","NC_006944","isolate:NCGR MEN 454.004","linear","['Viruses', 'Riboviria', 'Closteroviridae', 'Closterovirus']","RNA",15450,9,"plants","04/07/2005","08/14/2018","NC_006944",4,34
"8846","Mint virus 2","NC_043088","isolate:NCGR MEN 454.004","linear","['Viruses', 'Riboviria', 'Tymovirales', 'Betaflexiviridae', 'Trivirinae', 'Vitivirus']","RNA",3897,5,"plants","06/28/2019","06/28/2019","NC_043088",2,147.5
"8847","Mint virus X","NC_006948","-","linear","['Viruses', 'Riboviria', 'Tymovirales', 'Alphaflexiviridae', 'Potexvirus']","RNA",5914,5,"plants","04/07/2005","08/13/2018","NC_006948",3,60.6666666666667
"8848","Mirabilis jalapa mottle virus","NC_016080","-","linear","['Viruses', 'Riboviria', 'Tymovirales', 'Betaflexiviridae', 'Quinvirinae', 'Carlavirus']","RNA",8315,6,"plants","10/17/2011","08/13/2018","NC_016080",5,72.2
"8849","Mobala mammarenavirus","['NC_007903', 'NC_007904']","strain:ACAR 3080 MRC5 P2","linear","['Viruses', 'Riboviria', 'Negarnaviricota', 'Polyploviricotina', 'Ellioviricetes', 'Bunyavirales', 'Arenaviridae', 'Mammarenavirus']","ss-RNA",10705,4,"vertebrates, human","03/16/2006","08/13/2018","NC_007903",0,NA
"8850","Mobala mammarenavirus","['NC_007903', 'NC_007904']","strain:ACAR 3080 MRC5 P2","linear","['Viruses', 'Riboviria', 'Negarnaviricota', 'Polyploviricotina', 'Ellioviricetes', 'Bunyavirales', 'Arenaviridae', 'Mammarenavirus']","RNA",10705,4,"vertebrates, human","03/16/2006","08/13/2018","NC_007903",0,NA
"8851","Mobuck virus","['NC_022629', 'NC_022623', 'NC_022622', 'NC_022628', 'NC_022620', 'NC_022621', 'NC_022625', 'NC_022624', 'NC_022627', 'NC_022626']","strain:12-2","linear","['Viruses', 'Riboviria', 'Reoviridae', 'Sedoreovirinae', 'Orbivirus']","RNA",19944,10,"vertebrates, invertebrates","10/31/2013","08/13/2018","NC_022629",0,NA
"8852","Mobuck virus","['NC_022629', 'NC_022623', 'NC_022622', 'NC_022628', 'NC_022620', 'NC_022621', 'NC_022625', 'NC_022624', 'NC_022627', 'NC_022626']","strain:12-2","linear","['Viruses', 'Riboviria', 'Reoviridae', 'Sedoreovirinae', 'Orbivirus']","RNA",19944,10,"vertebrates, invertebrates","10/31/2013","08/13/2018","NC_022629",0,NA
"8853","Mobuck virus","['NC_022629', 'NC_022623', 'NC_022622', 'NC_022628', 'NC_022620', 'NC_022621', 'NC_022625', 'NC_022624', 'NC_022627', 'NC_022626']","strain:12-2","linear","['Viruses', 'Riboviria', 'Reoviridae', 'Sedoreovirinae', 'Orbivirus']","RNA",19944,10,"vertebrates, invertebrates","10/31/2013","08/13/2018","NC_022629",0,NA
"8854","Mobuck virus","['NC_022629', 'NC_022623', 'NC_022622', 'NC_022628', 'NC_022620', 'NC_022621', 'NC_022625', 'NC_022624', 'NC_022627', 'NC_022626']","strain:12-2","linear","['Viruses', 'Riboviria', 'Reoviridae', 'Sedoreovirinae', 'Orbivirus']","RNA",19944,10,"vertebrates, invertebrates","10/31/2013","08/13/2018","NC_022629",0,NA
"8855","Mobuck virus","['NC_022629', 'NC_022623', 'NC_022622', 'NC_022628', 'NC_022620', 'NC_022621', 'NC_022625', 'NC_022624', 'NC_022627', 'NC_022626']","strain:12-2","linear","['Viruses', 'Riboviria', 'Reoviridae', 'Sedoreovirinae', 'Orbivirus']","RNA",19944,10,"vertebrates, invertebrates","10/31/2013","08/13/2018","NC_022629",0,NA
"8856","Mobuck virus","['NC_022629', 'NC_022623', 'NC_022622', 'NC_022628', 'NC_022620', 'NC_022621', 'NC_022625', 'NC_022624', 'NC_022627', 'NC_022626']","strain:12-2","linear","['Viruses', 'Riboviria', 'Reoviridae', 'Sedoreovirinae', 'Orbivirus']","RNA",19944,10,"vertebrates, invertebrates","10/31/2013","08/13/2018","NC_022629",0,NA
"8857","Mobuck virus","['NC_022629', 'NC_022623', 'NC_022622', 'NC_022628', 'NC_022620', 'NC_022621', 'NC_022625', 'NC_022624', 'NC_022627', 'NC_022626']","strain:12-2","linear","['Viruses', 'Riboviria', 'Reoviridae', 'Sedoreovirinae', 'Orbivirus']","RNA",19944,10,"vertebrates, invertebrates","10/31/2013","08/13/2018","NC_022629",0,NA
"8858","Mobuck virus","['NC_022629', 'NC_022623', 'NC_022622', 'NC_022628', 'NC_022620', 'NC_022621', 'NC_022625', 'NC_022624', 'NC_022627', 'NC_022626']","strain:12-2","linear","['Viruses', 'Riboviria', 'Reoviridae', 'Sedoreovirinae', 'Orbivirus']","RNA",19944,10,"vertebrates, invertebrates","10/31/2013","08/13/2018","NC_022629",0,NA
"8859","Mobuck virus","['NC_022629', 'NC_022623', 'NC_022622', 'NC_022628', 'NC_022620', 'NC_022621', 'NC_022625', 'NC_022624', 'NC_022627', 'NC_022626']","strain:12-2","linear","['Viruses', 'Riboviria', 'Reoviridae', 'Sedoreovirinae', 'Orbivirus']","RNA",19944,10,"vertebrates, invertebrates","10/31/2013","08/13/2018","NC_022629",0,NA
"8860","Mobuck virus","['NC_022629', 'NC_022623', 'NC_022622', 'NC_022628', 'NC_022620', 'NC_022621', 'NC_022625', 'NC_022624', 'NC_022627', 'NC_022626']","strain:12-2","linear","['Viruses', 'Riboviria', 'Reoviridae', 'Sedoreovirinae', 'Orbivirus']","RNA",19944,10,"vertebrates, invertebrates","10/31/2013","08/13/2018","NC_022629",0,NA
"8861","Modoc virus","NC_003635","strain:M544","linear","['Viruses', 'Riboviria', 'Flaviviridae', 'Flavivirus']","ss-RNA",10600,1,"vertebrates, invertebrates, human","02/23/2002","05/23/2019","NC_003635",0,NA
"8862","Mojiang virus","NC_025352","isolate:Tongguan1","linear","['Viruses', 'Riboviria', 'Negarnaviricota', 'Haploviricotina', 'Monjiviricetes', 'Mononegavirales', 'Paramyxoviridae', 'Orthoparamyxovirinae', 'Henipavirus']","RNA",18406,9,"vertebrates, human","10/27/2014","08/13/2018","NC_025352",6,934.666666666667
"8863","Mokola lyssavirus","NC_006429","-","linear","['Viruses', 'Riboviria', 'Negarnaviricota', 'Haploviricotina', 'Monjiviricetes', 'Mononegavirales', 'Rhabdoviridae', 'Lyssavirus']","ss-RNA",11940,5,"vertebrates, human","02/06/1997","08/13/2018","NC_006429",0,NA
"8864","Moku virus","NC_031338","type:A; isolate:Big Island","linear","['Viruses', 'Riboviria', 'Picornavirales', 'Iflaviridae', 'Iflavirus', 'unclassified Iflavirus']","RNA",10056,1,"invertebrates","10/13/2016","08/13/2018","NC_031338",0,NA
"8865","Montana myotis leukoencephalitis virus","NC_004119","-","linear","['Viruses', 'Riboviria', 'Flaviviridae', 'Flavivirus']","ss-RNA",10690,1,"vertebrates, invertebrates, human","08/22/2002","05/23/2019","NC_004119",0,NA
"8866","Montano orthohantavirus","['NC_034403', 'NC_034396', 'NC_034397']","isolate:104/2006","linear","['Viruses', 'Riboviria', 'Negarnaviricota', 'Polyploviricotina', 'Ellioviricetes', 'Bunyavirales', 'Hantaviridae', 'Mammantavirinae', 'Orthohantavirus']","RNA",12171,3,"vertebrates, human","05/01/2017","08/13/2018","NC_034403",0,NA
"8867","Montano orthohantavirus","['NC_034403', 'NC_034396', 'NC_034397']","isolate:104/2006","linear","['Viruses', 'Riboviria', 'Negarnaviricota', 'Polyploviricotina', 'Ellioviricetes', 'Bunyavirales', 'Hantaviridae', 'Mammantavirinae', 'Orthohantavirus']","RNA",12171,3,"vertebrates, human","05/01/2017","08/13/2018","NC_034403",0,NA
"8868","Montano orthohantavirus","['NC_034403', 'NC_034396', 'NC_034397']","isolate:104/2006","linear","['Viruses', 'Riboviria', 'Negarnaviricota', 'Polyploviricotina', 'Ellioviricetes', 'Bunyavirales', 'Hantaviridae', 'Mammantavirinae', 'Orthohantavirus']","RNA",12171,3,"vertebrates, human","05/01/2017","08/13/2018","NC_034403",0,NA
"8869","Mopeia Lassa virus reassortant 29","['NC_006573', 'NC_006572']","strain:ML29 IGS-15","linear","['Viruses', 'Riboviria', 'Negarnaviricota', 'Polyploviricotina', 'Ellioviricetes', 'Bunyavirales', 'Arenaviridae', 'unclassified Arenaviridae', 'Arenavirus', 'Old world arenaviruses', 'unclassified Old world arenaviruses']","RNA",10673,4,"vertebrates, human","12/17/2004","08/13/2018","NC_006573",0,NA
"8870","Mopeia Lassa virus reassortant 29","['NC_006573', 'NC_006572']","strain:ML29 IGS-15","linear","['Viruses', 'Riboviria', 'Negarnaviricota', 'Polyploviricotina', 'Ellioviricetes', 'Bunyavirales', 'Arenaviridae', 'unclassified Arenaviridae', 'Arenavirus', 'Old world arenaviruses', 'unclassified Old world arenaviruses']","RNA",10673,4,"vertebrates, human","12/17/2004","08/13/2018","NC_006573",0,NA
"8871","Mopeia virus AN20410","['NC_006574', 'NC_006575']","strain:AN20410","linear","['Viruses', 'Riboviria', 'Negarnaviricota', 'Polyploviricotina', 'Ellioviricetes', 'Bunyavirales', 'Arenaviridae', 'Mammarenavirus']","RNA",10698,4,"vertebrates, human","12/17/2004","08/13/2018","NC_006574",0,NA
"8872","Mopeia virus AN20410","['NC_006574', 'NC_006575']","strain:AN20410","linear","['Viruses', 'Riboviria', 'Negarnaviricota', 'Polyploviricotina', 'Ellioviricetes', 'Bunyavirales', 'Arenaviridae', 'Mammarenavirus']","RNA",10698,4,"vertebrates, human","12/17/2004","08/13/2018","NC_006574",0,NA
"8873","Morelia viridis nidovirus","NC_035465","strain:S14-1323_MVNV","linear","['Viruses', 'Riboviria', 'Nidovirales', 'unclassified Nidovirales']","RNA",32399,9,"vertebrates","08/24/2017","08/13/2018","NC_035465",7,3398.28571428571
"8874","Moroccan pepper virus","NC_020073","isolate:MPV-PM75","linear","['Viruses', 'Riboviria', 'Tombusviridae', 'Procedovirinae', 'Tombusvirus']","ss-RNA",4772,6,"plants","01/04/2013","08/13/2018","NC_020073",2,703.5
"8875","Moroccan watermelon mosaic virus","NC_009995","strain:MWMV-Tn; isolate:TN05-76","linear","['Viruses', 'Riboviria', 'Potyviridae', 'Potyvirus']","ss-RNA",9730,2,"plants","11/20/2007","08/13/2018","NC_009995",1,180
"8876","Morogoro mammarenavirus","['NC_013058', 'NC_013057']","strain:3017/2004","linear","['Viruses', 'Riboviria', 'Negarnaviricota', 'Polyploviricotina', 'Ellioviricetes', 'Bunyavirales', 'Arenaviridae', 'unclassified Arenaviridae']","RNA",10590,4,"vertebrates, human","08/04/2009","08/13/2018","NC_013058",0,NA
"8877","Morogoro mammarenavirus","['NC_013058', 'NC_013057']","strain:3017/2004","linear","['Viruses', 'Riboviria', 'Negarnaviricota', 'Polyploviricotina', 'Ellioviricetes', 'Bunyavirales', 'Arenaviridae', 'unclassified Arenaviridae']","RNA",10590,4,"vertebrates, human","08/04/2009","08/13/2018","NC_013058",0,NA
"8878","Morreton vesiculovirus","NC_034508","strain:CoAr191048","linear","['Viruses', 'Riboviria', 'Negarnaviricota', 'Haploviricotina', 'Monjiviricetes', 'Mononegavirales', 'Rhabdoviridae', 'Vesiculovirus']","RNA",11181,5,"invertebrates","05/15/2017","08/25/2018","NC_034508",0,NA
"8879","Mosavirus A2","NC_023987","strain:SZAL6-MoV/2011/HUN","linear","['Viruses', 'Riboviria', 'Picornavirales', 'Picornaviridae', 'Mosavirus']","RNA",8398,1,"vertebrates","04/14/2014","08/13/2018","NC_023987",0,NA
"8880","Mouse Mosavirus","NC_038318","strain:Mosa.M-7","linear","['Viruses', 'Riboviria', 'Picornavirales', 'Picornaviridae', 'Mosavirus']","RNA",6964,1,"vertebrates","08/24/2018","08/24/2018","NC_038318",0,NA
"8881","Mosqueiro virus","NC_034448","strain:BeAr185559","linear","['Viruses', 'Riboviria', 'Negarnaviricota', 'Haploviricotina', 'Monjiviricetes', 'Mononegavirales', 'Rhabdoviridae', 'Hapavirus']","RNA",12957,11,"invertebrates","05/05/2017","08/13/2018","NC_034448",3,151.333333333333
"8882","Mosquito flavivirus","NC_021069","isolate:LSFlaviV-A20-09","linear","['Viruses', 'Riboviria', 'Flaviviridae', 'Flavivirus']","RNA",10865,1,"vertebrates, invertebrates, human","04/22/2013","05/23/2019","NC_021069",0,NA
"8883","Quang Binh virus","NC_012671","isolate:VN180","linear","['Viruses', 'Riboviria', 'Flaviviridae', 'Flavivirus']","ss-RNA",10865,2,"vertebrates, invertebrates, human","05/11/2009","05/24/2019","NC_012671",1,4182
"8884","Mossman virus","NC_005339","-","linear","['Viruses', 'Riboviria', 'Negarnaviricota', 'Haploviricotina', 'Monjiviricetes', 'Mononegavirales', 'Paramyxoviridae', 'Orthoparamyxovirinae', 'Narmovirus', 'Mossman narmovirus']","RNA",16650,8,"vertebrates, human","01/21/2004","08/13/2018","NC_005339",3,601.666666666667
"8885","Mosso das Pedras virus","NC_038857","strain:78V-3531","linear","['Viruses', 'Riboviria', 'Togaviridae', 'Alphavirus']","RNA",11465,2,"vertebrates, invertebrates","08/24/2018","08/24/2018","NC_038857",0,NA
"8886","Mossuril virus","NC_038275","strain:SAAr1995","linear","['Viruses', 'Riboviria', 'Negarnaviricota', 'Haploviricotina', 'Monjiviricetes', 'Mononegavirales', 'Rhabdoviridae', 'Hapavirus']","RNA",13106,10,"","08/24/2018","08/24/2018","NC_038275",2,152
"8887","Motherwort yellow mottle virus","['NC_035218', 'NC_035220']","isolate:AD01","linear","['Viruses', 'Riboviria', 'Picornavirales', 'Secoviridae', 'Torradovirus']","RNA",12031,3,"plants","07/14/2017","08/13/2018","NC_035218",0,NA
"8888","Motherwort yellow mottle virus","['NC_035218', 'NC_035220']","isolate:AD01","linear","['Viruses', 'Riboviria', 'Picornavirales', 'Secoviridae', 'Torradovirus']","RNA",12031,3,"plants","07/14/2017","08/13/2018","NC_035218",0,NA
