,Unnamed: 0,Genome,Accession,Source.information,Topology,Taxonomy,Molecule.type,Genome.length,Number.of.proteins,Host,Date.completed,Date.updated,first.acc,n.overlaps,len.overlaps,baltimore.class,family
11397,11398,Cotton leaf curl Gezira betasatellite,NC_006935,isolate:CLC55-C,linear,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",ss-DNA,1348,1.0,plants,04/07/2005,08/13/2018,NC_006935,0.0,,ss_DNA,Tolecusatellitidae
11398,11399,Cotton leaf curl Multan betasatellite,NC_009535,isolate:G6,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",ss-DNA,1346,1.0,plants,06/07/2007,08/13/2018,NC_009535,0.0,,ss_DNA,Tolecusatellitidae
11399,11400,Cotton leaf curl betasatellite,NC_003200,-,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",ss-DNA,1351,1.0,plants,07/06/2001,08/13/2018,NC_003200,0.0,,ss_DNA,Tolecusatellitidae
11400,11401,Cotton leaf curl virus betasatellite,NC_017829,isolate:Sirsa-DC,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1436,1.0,plants,05/03/2012,08/13/2018,NC_017829,0.0,,ss_DNA,Tolecusatellitidae
11401,11402,Cowpea severe leaf curl-associated DNA beta,NC_006952,-,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",ss-DNA,1379,1.0,plants,04/07/2005,08/13/2018,NC_006952,0.0,,ss_DNA,Tolecusatellitidae
11402,11403,Croton yellow vein mosaic betasatellite,NC_008579,-,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1346,1.0,plants,11/07/2006,06/04/2019,NC_008579,0.0,,ss_DNA,Tolecusatellitidae
11403,11404,Cucurbita yellow vein virus-associated DNA beta,NC_005875,-,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,667,,plants,05/10/2004,08/13/2018,NC_005875,,,ss_DNA,Tolecusatellitidae
11404,11405,Deltasatellite sat-603,NC_043205,isolate:603N1,circular,"['Viruses', 'Tolecusatellitidae', 'Deltasatellite']",DNA,694,,,06/28/2019,06/28/2019,NC_043205,,,ss_DNA,Tolecusatellitidae
11405,11406,Emilia yellow vein virus-associated DNA beta,NC_012666,isolate:Fz1,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",ss-DNA,1337,1.0,plants,05/12/2009,08/13/2018,NC_012666,0.0,,ss_DNA,Tolecusatellitidae
11406,11407,Erectites yellow mosaic virus satellite DNA beta,NC_009559,-,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1342,1.0,plants,06/14/2007,08/13/2018,NC_009559,0.0,,ss_DNA,Tolecusatellitidae
11407,11408,Eupatorium yellow vein betasatellite,NC_004515,isolate:Fukuoka-MNS2,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",ss-DNA,1356,1.0,plants,01/06/2003,08/13/2018,NC_004515,0.0,,ss_DNA,Tolecusatellitidae
11408,11409,Eupatorium yellow vein mosaic betasatellite,NC_038677,isolate:Suya-2003,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1359,1.0,plants,08/24/2018,08/24/2018,NC_038677,0.0,,ss_DNA,Tolecusatellitidae
11409,11410,French bean leaf curl betasatellite-Kanpur,NC_018091,isolate:FbLCbeta,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1379,1.0,plants,06/28/2012,08/13/2018,NC_018091,0.0,,ss_DNA,Tolecusatellitidae
11410,11411,Hedyotis yellow mosaic betasatellite,NC_023015,isolate:VN1,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1348,2.0,plants,12/10/2013,08/13/2018,NC_023015,1.0,334.0,ss_DNA,Tolecusatellitidae
11411,11412,Honeysuckle yellow vein beta-[Japan:Fukui:2001],NC_009449,isolate:Fukui,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",ss-DNA,1336,1.0,plants,05/11/2007,08/13/2018,NC_009449,0.0,,ss_DNA,Tolecusatellitidae
11412,11413,Honeysuckle yellow vein betasatellite,NC_005052,-,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1344,1.0,plants,07/25/2003,08/13/2018,NC_005052,0.0,,ss_DNA,Tolecusatellitidae
11413,11414,Honeysuckle yellow vein mosaic betasatellite,NC_005953,isolate:HY-12,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1262,1.0,plants,06/30/2004,08/29/2018,NC_005953,0.0,,ss_DNA,Tolecusatellitidae
11414,11415,Honeysuckle yellow vein mosaic disease associated satellite DNA beta,NC_009571,isolate:Ibaraki,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",ss-DNA,1346,1.0,plants,06/15/2007,08/13/2018,NC_009571,0.0,,ss_DNA,Tolecusatellitidae
11415,11416,Ipomea begomovirus satellite 1,NC_043203,isolate:PR3-2,circular,"['Viruses', 'Tolecusatellitidae', 'Deltasatellite']",DNA,731,,,06/28/2019,06/28/2019,NC_043203,,,ss_DNA,Tolecusatellitidae
11416,11417,Kenaf leaf curl betasatellite,NC_027133,isolate:[Pakistan:20-4:06] Faisalabad1,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1346,1.0,plants,01/10/2012,08/13/2018,NC_027133,0.0,,ss_DNA,Tolecusatellitidae
11417,11418,Leucas zeylanica yellow vein virus satellite DNA beta,NC_013424,-,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",ss-DNA,1363,1.0,plants,12/09/2009,08/13/2018,NC_013424,0.0,,ss_DNA,Tolecusatellitidae
11418,11419,Lindernia anagallis yellow vein virus satellite DNA beta,NC_009561,-,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1346,1.0,plants,06/14/2007,08/13/2018,NC_009561,0.0,,ss_DNA,Tolecusatellitidae
11419,11420,Ludwigia leaf distortion betasatellite [India:Amadalavalasa:Hibiscus:2007],NC_010569,-,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1362,1.0,plants,04/08/2008,08/13/2018,NC_010569,0.0,,ss_DNA,Tolecusatellitidae
11420,11421,Ludwigia yellow vein virus-associated DNA beta,NC_007212,isolate:G37,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1347,1.0,plants,07/21/2005,08/13/2018,NC_007212,0.0,,ss_DNA,Tolecusatellitidae
11421,11422,Luffa begomovirus betasatellite,NC_028130,isolate:WOK73,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1353,1.0,plants,10/30/2015,08/13/2018,NC_028130,0.0,,ss_DNA,Tolecusatellitidae
11422,11423,Luffa puckering and leaf distortion-associated betasatellite [India:Gurdaspur:Okra:2013],NC_024373,isolate:India:Gurdaspur:Okra:2013,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1353,1.0,plants,06/23/2014,08/13/2018,NC_024373,0.0,,ss_DNA,Tolecusatellitidae
11423,11424,Malachra yellow vein mosaic betasatellite,NC_028128,isolate:OK113,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1353,1.0,plants,10/30/2015,08/13/2018,NC_028128,0.0,,ss_DNA,Tolecusatellitidae
11424,11425,Malachra yellow vein mosaic virus-associated satellite DNA beta,NC_010328,isolate:Barrackpore,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",ss-DNA,1339,1.0,plants,02/11/2008,08/13/2018,NC_010328,0.0,,ss_DNA,Tolecusatellitidae
11425,11426,Malvastrum leaf curl Guangdong betasatellite,NC_023896,isolate:G8,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1344,1.0,plants,04/07/2014,08/13/2018,NC_023896,0.0,,ss_DNA,Tolecusatellitidae
11426,11427,Malvastrum leaf curl betasatellite,NC_007711,isolate:G87,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1354,1.0,plants,01/07/2006,08/13/2018,NC_007711,0.0,,ss_DNA,Tolecusatellitidae
11427,11428,Malvastrum leaf curl virus-associated defective DNA beta,NC_007725,isolate:G87,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,895,,plants,01/16/2006,08/13/2018,NC_007725,,,ss_DNA,Tolecusatellitidae
11428,11429,Malvastrum leaf curl deltasatellite,NC_021929,isolate:Mc1,circular,"['Viruses', 'Tolecusatellitidae', 'Deltasatellite']",DNA,673,,,08/06/2013,08/13/2018,NC_021929,,,ss_DNA,Tolecusatellitidae
11429,11430,Malvastrum yellow mosaic virus satellite DNA beta,NC_008560,isolate:Hn37,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1357,1.0,plants,10/30/2006,08/13/2018,NC_008560,0.0,,ss_DNA,Tolecusatellitidae
11430,11431,Malvastrum yellow vein Chitwan betasatellite,NC_028875,-,linear,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1317,1.0,plants,01/05/2016,12/24/2018,NC_028875,0.0,,ss_DNA,Tolecusatellitidae
11431,11432,Malvastrum yellow vein Yunnan virus satellite DNA beta,NC_006632,isolate:Y160,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",ss-DNA,1350,1.0,plants,01/08/2005,08/13/2018,NC_006632,0.0,,ss_DNA,Tolecusatellitidae
11432,11433,Malvastrum yellow vein betasatellite,NC_004733,isolate:Y47,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1348,1.0,plants,01/20/2003,08/13/2018,NC_004733,0.0,,ss_DNA,Tolecusatellitidae
11433,11434,Mesta yellow vein mosaic virus-associated DNA beta,NC_009903,isolate:Basirhat,linear,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1354,1.0,plants,10/10/2007,08/13/2018,NC_009903,0.0,,ss_DNA,Tolecusatellitidae
11434,11435,Mimosa yellow leaf curl virus satellite DNA beta,NC_009556,-,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1358,1.0,plants,06/14/2007,08/13/2018,NC_009556,0.0,,ss_DNA,Tolecusatellitidae
11435,11436,Mirabilis leaf curl India virus associated betasatellite,NC_024490,isolate:Pragpur,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1406,1.0,plants,07/20/2014,08/13/2018,NC_024490,0.0,,ss_DNA,Tolecusatellitidae
11436,11437,Mirabilis leaf curl betasatellite,NC_038924,isolate:Himachal,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1367,1.0,plants,07/20/2014,08/24/2018,NC_038924,0.0,,ss_DNA,Tolecusatellitidae
11437,11438,Mungbean yellow mosaic India virus associated betasatellite [India: Faizabad: Cow Pea:2012],NC_018869,isolate:India:Faizabad:Cow Pea:2012,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite', 'Mungbean yellow mosaic betasatellite']",DNA,1360,1.0,plants,10/17/2012,08/13/2018,NC_018869,0.0,,ss_DNA,Tolecusatellitidae
11438,11439,New World begomovirus associated satellite DNA isolate 228H1,NC_043201,isolate:228H1,circular,"['Viruses', 'Tolecusatellitidae', 'Deltasatellite']",DNA,677,,,06/28/2019,06/28/2019,NC_043201,,,ss_DNA,Tolecusatellitidae
11439,11440,New World begomovirus associated satellite DNA isolate 404N1,NC_043204,isolate:404N1,circular,"['Viruses', 'Tolecusatellitidae', 'Deltasatellite']",DNA,685,,,06/28/2019,06/28/2019,NC_043204,,,ss_DNA,Tolecusatellitidae
11440,11441,New World begomovirus associated satellite DNA isolate 412N1,NC_043202,isolate:412N1,circular,"['Viruses', 'Tolecusatellitidae', 'Deltasatellite']",DNA,686,,,06/28/2019,06/28/2019,NC_043202,,,ss_DNA,Tolecusatellitidae
11441,11442,New World begomovirus associated satellite DNA isolate H1,NC_043200,isolate:H1,circular,"['Viruses', 'Tolecusatellitidae', 'Deltasatellite']",DNA,687,,,06/28/2019,06/28/2019,NC_043200,,,ss_DNA,Tolecusatellitidae
11442,11443,Okra enation leaf curl betasatellite [India:Sonipat:EL10:2006],NC_014896,isolate:EL10,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1354,1.0,plants,01/07/2011,08/13/2018,NC_014896,0.0,,ss_DNA,Tolecusatellitidae
11443,11444,Okra leaf curl Mali virus satellite DNA beta,NC_009731,-,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",ss-DNA,1346,1.0,plants,08/06/2007,08/13/2018,NC_009731,0.0,,ss_DNA,Tolecusatellitidae
11444,11445,Okra leaf curl Oman betasatellite,NC_038678,isolate:OKB-1,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1351,1.0,plants,08/24/2018,08/24/2018,NC_038678,0.0,,ss_DNA,Tolecusatellitidae
11445,11446,Okra leaf curl betasatellite,NC_004093,-,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",ss-DNA,1305,1.0,plants,08/02/2002,08/13/2018,NC_004093,0.0,,ss_DNA,Tolecusatellitidae
11446,11447,Okra yellow vein disease associated sequence,NC_005051,-,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",ss-DNA,1307,1.0,plants,07/25/2003,08/13/2018,NC_005051,0.0,,ss_DNA,Tolecusatellitidae
11447,11448,Papaya leaf curl China betasatellite [China:Hainan:2014],NC_038679,isolate:China:Hainan:2014,linear,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1350,1.0,plants,08/24/2018,08/24/2018,NC_038679,0.0,,ss_DNA,Tolecusatellitidae
11448,11449,Papaya leaf curl betasatellite,NC_004706,-,linear,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",ss-DNA,1372,1.0,plants,04/10/2003,08/13/2018,NC_004706,0.0,,ss_DNA,Tolecusatellitidae
11449,11450,Papaya leaf curl betasatellite-Panipat 6 [India:Panipat:Papaya:2008],NC_038680,isolate:Panipat-6,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1333,1.0,plants,08/24/2018,06/04/2019,NC_038680,0.0,,ss_DNA,Tolecusatellitidae
11450,11451,Pea leaf distortion betasatellite,NC_033618,-,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1347,1.0,plants,02/02/2017,08/13/2018,NC_033618,0.0,,ss_DNA,Tolecusatellitidae
11451,11452,Pepper leaf curl Yunnan virus satellite DNA beta,NC_010619,isolate:YN323,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",ss-DNA,1196,1.0,plants,04/23/2008,08/13/2018,NC_010619,0.0,,ss_DNA,Tolecusatellitidae
11452,11453,Pepper leaf curl virus satellite DNA beta,NC_010235,-,linear,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",ss-DNA,1361,1.0,plants,01/09/2008,08/13/2018,NC_010235,0.0,,ss_DNA,Tolecusatellitidae
11453,11454,Potato apical leaf curl disease-associated satellite DNA beta,NC_008605,isolate:Meerut,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1367,1.0,plants,12/04/2006,08/13/2018,NC_008605,0.0,,ss_DNA,Tolecusatellitidae
11454,11455,Radish leaf curl betasatellite,NC_010239,isolate:Varanasi,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",ss-DNA,1358,1.0,plants,01/09/2008,08/13/2018,NC_010239,0.0,,ss_DNA,Tolecusatellitidae
11455,11456,Rhynchosia yellow mosaic betasatellite,NC_038681,-,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1359,1.0,plants,08/24/2018,08/24/2018,NC_038681,0.0,,ss_DNA,Tolecusatellitidae
11456,11457,Rose leaf curl betasatellite,NC_024695,isolate:AS23,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1349,1.0,plants,08/13/2014,08/13/2018,NC_024695,0.0,,ss_DNA,Tolecusatellitidae
11457,11458,Sauropus leaf curl disease associated DNA beta,NC_018671,-,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,692,,plants,10/02/2012,08/13/2018,NC_018671,,,ss_DNA,Tolecusatellitidae
11458,11459,Sida leaf curl virus-associated DNA beta,NC_007639,isolate:Hn57,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",ss-DNA,1365,1.0,plants,12/05/2005,08/13/2018,NC_007639,0.0,,ss_DNA,Tolecusatellitidae
11459,11460,Sida yellow mosaic China satellite DNA beta,NC_006267,isolate:Hn8,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1346,1.0,plants,08/18/2004,08/13/2018,NC_006267,0.0,,ss_DNA,Tolecusatellitidae
11460,11461,Sida yellow vein Vietnam virus satellite DNA beta,NC_009558,-,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1340,1.0,plants,06/14/2007,08/13/2018,NC_009558,0.0,,ss_DNA,Tolecusatellitidae
11461,11462,Sida yellow vein virus satellite DNA beta,NC_007213,-,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1355,1.0,plants,07/26/2005,08/13/2018,NC_007213,0.0,,ss_DNA,Tolecusatellitidae
11462,11463,Siegesbeckia yellow vein betasatellite,NC_038682,isolate:FZ02,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1359,1.0,plants,08/24/2018,08/24/2018,NC_038682,0.0,,ss_DNA,Tolecusatellitidae
11463,11464,Siegesbeckia yellow vein virus-associated DNA beta,NC_008237,isolate:GD13,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",ss-DNA,1358,1.0,plants,06/30/2006,08/13/2018,NC_008237,0.0,,ss_DNA,Tolecusatellitidae
11464,11465,Sweet potato leaf curl deltasatellite 1,NC_016536,isolate:SBG51,circular,"['Viruses', 'Tolecusatellitidae', 'Deltasatellite']",DNA,662,,,01/05/2012,08/13/2018,NC_016536,,,ss_DNA,Tolecusatellitidae
11465,11466,Sweet potato leaf curl deltasatellite 2,NC_025220,isolate:1764E13,circular,"['Viruses', 'Tolecusatellitidae', 'Deltasatellite']",DNA,733,,,10/03/2014,08/13/2018,NC_025220,,,ss_DNA,Tolecusatellitidae
11466,11467,TYLCCNV-[Y322] satellite DNA beta,NC_007735,isolate:Y322,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1331,1.0,plants,01/23/2006,08/13/2018,NC_007735,0.0,,ss_DNA,Tolecusatellitidae
11467,11468,Tobacco curly shoot betasatellite,NC_004546,isolate:Y35,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",ss-DNA,1354,1.0,plants,01/20/2003,08/13/2018,NC_004546,0.0,,ss_DNA,Tolecusatellitidae
11468,11469,Tobacco leaf chlorosis betasatellite,NC_018935,isolate:03,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1345,1.0,plants,10/22/2012,08/13/2018,NC_018935,0.0,,ss_DNA,Tolecusatellitidae
11469,11470,Tobacco leaf curl Japan betasatellite,NC_009450,isolate:Myz,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1350,1.0,plants,05/11/2007,08/13/2018,NC_009450,0.0,,ss_DNA,Tolecusatellitidae
11470,11471,Tobacco leaf curl Patna betasatellite,NC_038683,strain:India:PUSA 2:2010; isolate:Pusa-Bihar,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1338,1.0,plants,08/24/2018,08/24/2018,NC_038683,0.0,,ss_DNA,Tolecusatellitidae
11471,11472,Tobacco leaf curl Yunnan betasatellite,NC_005030,isolate:YN2013,linear,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1349,1.0,plants,07/10/2003,08/13/2018,NC_005030,0.0,,ss_DNA,Tolecusatellitidae
11472,11473,Tobacco leaf curl betasatellite-[Pakistan:Multan:Pedilanthus:2004],NC_038891,-,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1358,1.0,plants,01/10/2009,08/24/2018,NC_038891,0.0,,ss_DNA,Tolecusatellitidae
11473,11474,Tobacco leaf curl disease associated sequence,NC_005049,-,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",ss-DNA,1356,1.0,plants,07/25/2003,08/13/2018,NC_005049,0.0,,ss_DNA,Tolecusatellitidae
11474,11475,Tomato begomovirus satellite DNA beta,NC_004904,-,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",ss-DNA,1342,1.0,plants,06/17/2003,08/13/2018,NC_004904,0.0,,ss_DNA,Tolecusatellitidae
11475,11476,Tomato leaf curl Bangalore betasatellite,NC_038684,isolate:ToLCBV-AVT1,linear,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1377,1.0,plants,08/24/2018,08/24/2018,NC_038684,0.0,,ss_DNA,Tolecusatellitidae
11476,11477,Tomato leaf curl Bangalore virus-[Ban5] satellite DNA beta,NC_010148,isolate:Bangalore-5,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1361,1.0,plants,12/11/2007,08/13/2018,NC_010148,0.0,,ss_DNA,Tolecusatellitidae
11477,11478,Tomato leaf curl Bangladesh betasatellite,NC_014594,strain:India:PUSA 3:2010,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1371,1.0,plants,10/15/2010,08/13/2018,NC_014594,0.0,,ss_DNA,Tolecusatellitidae
11478,11479,Tomato leaf curl China betasatellite,NC_004544,isolate:Y36,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",ss-DNA,1339,1.0,plants,01/06/2003,08/13/2018,NC_004544,0.0,,ss_DNA,Tolecusatellitidae
11479,11480,Tomato leaf curl Gandhinagar betasatellite,NC_023038,isolate:pToGNbH14,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1365,1.0,plants,01/06/2014,08/13/2018,NC_023038,0.0,,ss_DNA,Tolecusatellitidae
11480,11481,Tomato leaf curl Hajipur betasatellite,NC_018614,-,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1362,1.0,plants,09/20/2012,08/13/2018,NC_018614,0.0,,ss_DNA,Tolecusatellitidae
11481,11482,Tomato leaf curl Java virus-[Ageratum] satellite DNA,NC_005497,-,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",ss-DNA,1360,1.0,plants,02/20/2004,08/13/2018,NC_005497,0.0,,ss_DNA,Tolecusatellitidae
11482,11483,Tomato leaf curl Joydebpur betasatellite,NC_010236,-,linear,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1370,1.0,plants,01/09/2008,06/04/2019,NC_010236,0.0,,ss_DNA,Tolecusatellitidae
11483,11484,Tomato leaf curl Joydebpur betasatellite [India/Jaunpur/Chilli/2007],NC_017678,isolate:India/Jaunpur/Chilli/2007,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite', 'Chili leaf curl Jaunpur betasatellite']",DNA,1362,1.0,plants,08/24/2018,08/24/2018,NC_017678,0.0,,ss_DNA,Tolecusatellitidae
11484,11485,Tomato leaf curl Karnataka betasatellite,NC_008523,-,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1358,1.0,plants,10/21/2006,08/13/2018,NC_008523,0.0,,ss_DNA,Tolecusatellitidae
11485,11486,Tomato leaf curl Laguna betasatellite,NC_038685,isolate:Laguna1,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1346,1.0,plants,08/24/2018,08/24/2018,NC_038685,0.0,,ss_DNA,Tolecusatellitidae
11486,11487,Tomato leaf curl Laos betasatellite,NC_038925,-,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1348,1.0,plants,05/10/2004,08/24/2018,NC_038925,0.0,,ss_DNA,Tolecusatellitidae
11487,11488,Tomato leaf curl Malaysia betasatellite,NC_038686,isolate:Malaysia,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1342,1.0,plants,08/24/2018,08/24/2018,NC_038686,0.0,,ss_DNA,Tolecusatellitidae
11488,11489,Tomato leaf curl Nepal betasatellite,NC_038926,-,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1350,1.0,plants,05/10/2004,08/24/2018,NC_038926,0.0,,ss_DNA,Tolecusatellitidae
11489,11490,Tomato leaf curl New Delhi betasatellite,NC_005359,-,linear,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",ss-DNA,1012,1.0,plants,01/24/2004,08/13/2018,NC_005359,0.0,,ss_DNA,Tolecusatellitidae
11490,11491,Tomato leaf curl Pakistan betasatellite,NC_034250,-,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",DNA,1374,1.0,plants,03/31/2017,08/13/2018,NC_034250,0.0,,ss_DNA,Tolecusatellitidae
11491,11492,Tomato leaf curl Patna betasatellite,NC_012493,-,circular,"['Viruses', 'Tolecusatellitidae', 'Betasatellite']",ss-DNA,1349,1.0,plants,04/01/2009,08/13/2018,NC_012493,0.0,,ss_DNA,Tolecusatellitidae
